,Unnamed: 0,Unnamed: 0.1,url,winery,name,types,region,country,rating,n_rating,price,review,grapes,regional,food
1646,1646,1646,https://www.vivino.com/vina-cobos-bramare-cabernet-sauvignon/w/43984?year=2015&amp;price_id=15434472,Viña Cobos,Bramare Cabernet Sauvignon 2015,Red wine,Lujan de Cuyo,Argentina,4.3,1600 ratings,85.26,"Community reviews
Such a good wine. Full bodied and with a nice touch in the end. The next thing for us is to taste the Malbec from the same region (and winery, of course)
Like
Comment
Pedro Silva
250 ratings
Rated on May 30, 2019
Great Cab from Hobbs. He knows how to make wines in Napa and in Argentina. Good body, great structure, good fruit and tannins. Pretty long finish with jamminess all throughout.
Like
Comment
Mitko Panov
649 ratings
Rated on Jun 22, 2018
Second bottle of the evening and an even more impressive Cab. Very smooth again but with more prominent acidity. Cocoa and vanilla forward with a follow through of dark black fruits. Darkness is the theme here, but then everyone should embrace their dark side. ;)
Like
Comment
Lainie A
267 ratings
Rated on Dec 22, 2018
Show more reviews","Cabernet Sauvignon
","Argentinian Cabernet Sauvignon
","Beef, Lamb, Poultry
Alcohol
14.4%"
1647,1647,1647,https://www.vivino.com/salentein-reserve-malbec/w/1629874?year=2016&amp;price_id=17640061,Salentein,Reserve Malbec 2016,Red wine,Tunuyán,Argentina,3.9,4844 ratings,29.98,"Community reviews
Never lets you down. Chocolate and pepper on the nose, Nice soft mouthfeel with a well structured full body. Great spicy then sweet lasting finish.
Like
Comment
Pablo Bermeo
396 ratings
Rated on Mar 16, 2019
Ripe black currant, cherries, violets, vanilla and oak, 13.5%, excellent value , especially if you won it over a bet with a Peppa, vai Corinthians, 4.2.
Like
Comments (4)
Sidnei Castro
1943 ratings
Rated on Sep 7, 2018
Dark red fruits and coffe on the nose. Quite full bodied. A palete with lagets of dark fruits, plum, strawberries and vanilla. Long fruity finish. Nice Malbec with meat!
Like
Comments (2)
Ian Guildford
1598 ratings
Rated on Jun 6, 2018
Show more reviews","Malbec
","Argentinian Malbec
","Beef, Lamb, Poultry
Alcohol
14.5%
Allergy notice
sulfites, milk, egg"
1648,1648,1648,https://www.vivino.com/rocca-delle-macoe-spa-ser-gioveto-toscana/w/1195785?year=2011&amp;price_id=15236819,Rocca delle Macìe,Ser Gioveto Toscana 2011,Red wine,Toscana,Italy,4.2,371 ratings,78.73,"Community reviews
4.4/5.Super Tuscan seldom disappoints me.Intense,deep & perfumery note of sour plum, black olive and blackberry then some citrus -ish sourness w/ exotic spices, osmanthus, thyme; a special note in between horse stable and ginkgo,which gradually yields balsamic and molasses and then earthy feature of leather, ink and smoke, chestnut and gradually turns to beautiful oak of tobacco, chocolate milk, banana, sencha.End w/ ripe tomato and gardenia. Very well-rounded and silky on palate, full body,beautiful struc
Like
Comment
Yaming Pan
265 ratings
Rated on Apr 12, 2019
Very nice play on Sangiovese
Like
Comment
J G
346 ratings
Rated on Feb 17, 2018
Intense nose with animalistic notes and black fruits. Great balance. Drink now.
Like
Comment
Nikolay Lapitsky
469 ratings
Rated on Oct 19, 2016
Show more reviews","Cabernet Sauvignon, Merlot, Sangiovese
","Tuscan Red
","Beef, Lamb, Veal, Poultry, Cured Meat
Alcohol
13.5%"
1649,1649,1649,https://www.vivino.com/donnafugata-sedara/w/4789?year=2016&amp;price_id=17466237,Donnafugata,Sedàra 2016,Red wine,Sicilia,Italy,3.6,1599 ratings,39.98,"Community reviews
Black currant, herbs, young oak, earthy. A nice strong Sicilian wine. Have a personal affection to this wine as I sipped lots of it creating my first company in Sicily.
Like
Comment
Sicily Wine & Dine ""Jojo""
141 ratings
Rated on Apr 16, 2019
Ruby in color, medium opacity Nose - toasted sugar, umami, mushroom, rosemary, sage, black plum The palette has red to dark fruit, cherry, bone dry. Has a medium plus alcohol, medium plus tannin.
Like
Comment
Scott Stimpson
258 ratings
Rated on Jan 4, 2019
Notes from Lavida wine bar. Nice wine with oak deepness. Deep purple color with medium transparency. Notes of plum, blackberry, cherry and earthy aftertaste. Full bodied with low to medium acidity.
Like
Comments (1)
Yulia K
526 ratings
Rated on Mar 4, 2019
Show more reviews","Nero d'Avola
","Southern Italy Red
","Beef, Pasta, Lamb
Alcohol
13%
Acidity
5 g/l
Allergy notice
sulfites, milk, egg
Best enjoyed between
- 2021"
1650,1650,1650,https://www.vivino.com/tarapaca-sarmientos-de-tarapaca-sauvignon-blanc/w/2289104?year=2017&amp;price_id=12757197,Tarapacá,Sarmientos de Tarapacá Sauvignon Blanc 2017,White wine,Central Valley,Chile,3.6,30 ratings,9.73,"Community reviews
peach, passion fruit, apricot, yellow apple and lyche on the rich nose. Impressive.. Light body, med acid bring a great rich palate with nose flavors and banana and lime. Finish is med strength but long with citrus notes of the fruits and a floral add-on. Impressive white.. Yet delicate still safe with fish...
Like
Comments (1)
Firat Balkan
1313 ratings
Rated the 2016 vintage on Apr 7, 2017
Light floral bouquet on the nose and semi dry on the palate
Like
Comment
Ikebana Sushi Bars
104 ratings
Rated on Jun 18, 2018
Nice Sauvignon, fruity and very tasty. Open the appetite soon.
Like
Comment
Jose Fajardo
883 ratings
Rated the 2015 vintage on Oct 23, 2016
Show more reviews","Sauvignon Blanc
","Chilean Sauvignon Blanc
","Shellfish, Vegetarian, Goat cheese"
1651,1651,1651,https://www.vivino.com/louis-latour-bourgogne-pinot-noir/w/7343?year=2016&amp;price_id=19066361,Louis Latour,Bourgogne Pinot Noir 2016,Red wine,Bourgogne,France,3.6,836 ratings,52.0,"Community reviews
distinctive french nose, medium bodied, inviting, soft, floral, red fruit, palate full on, 13% alc, must be australian export special
Like
Comment
Wine Conno
870 ratings
Rated on Dec 12, 2018
Dark berries (black cherry, blackberry) and white pepper on the nose. Juicy flavours with good acidity. Tannins were a little rubbery and almost synthetic in character. Enjoyable.
Like
Comments (1)
Nick Rowan
5455 ratings
Rated on Nov 5, 2018
Very light colour, ruby or dark ruby. Strawberry jam on the nose, and I. The palate, strawberries, a hint of cherry at the end and a suggestion of forest floor. Medium length finish, dry and light tannins.
Like
Comment
Ranil Dissanayake
282 ratings
Rated on Jan 20, 2019
Show more reviews","Pinot Noir
","Burgundy Red
","Beef, Veal, Game (deer, venison), Poultry
Alcohol
13%
Allergy notice
sulfites, milk, egg"
1652,1652,1652,https://www.vivino.com/tarapaca-leon-de-tarapaca-carmenere/w/1200231?year=2016&amp;price_id=12068139,Tarapacá,Leon de Tarapacá Carmenère 2016,Red wine,Central Valley,Chile,3.6,791 ratings,9.73,"Community reviews
Worth the money paid
Like
Comment
Artem Bondarchuk
1100 ratings
Rated on Nov 25, 2017
Nice body, a bit of alcohol burn.
Like
Comment
An Woerner
119 ratings
Rated on Nov 3, 2017
It’s a good wine for everyday! This Carménere worths its value because it has a very fair price.
Like
Comment
Pietro Gustavo Rubin
651 ratings
Rated on May 27, 2018
Show more reviews","Carménère
","Chilean Carménère
","Beef, Pasta, Lamb, Poultry"
1653,1653,1653,https://www.vivino.com/argiolas-costamolino-vermentino-di-sardegna/w/82192?year=2018&amp;price_id=18779743,Argiolas,Costamolino Vermentino di Sardegna 2018,White wine,Vermentino di Sardegna,Italy,3.7,61 ratings,8.68,"Community reviews
The bouquet is pleasant, open and full, with hints of white fruit, grapefruit, slightly spicy, with some hints of mint and a hint of anise and fennel. The taste is full, with a slightly spicy attack of ripe white fruit, a hint of fennel. The finish has a good length. Quite nice with our Mussels & Oysters.
Like
Comments (21)
Mario B
698 ratings
Rated on May 2, 2019
Great! Easy drinking, lots of flavour and not too acidic like many Italian whites. Rich but not heavy, good mouth feel. Definitely buy again.
Like
Comment
Ebot Stack
20 ratings
Rated on May 1, 2019
Good balance very smooth easy to drink and refreshing.
Like
Comment
Paolo Hernando
9 ratings
Rated on Jun 4, 2019
Show more reviews","Vermentino
","Southern Italy White
","Shellfish, Vegetarian, Appetizers and snacks
Alcohol
13.5%
Residual sugar
2.6 g/l
Acidity
4.7 g/l
Allergy notice
sulfites, milk, egg"
1654,1654,1654,https://www.vivino.com/chateau-ste-michelle-syrah/w/1434?year=2014&amp;price_id=14792035,Château Ste. Michelle,Syrah 2014,Red wine,Columbia Valley,United States,3.9,958 ratings,49.5,"Community reviews
Very powerful wine, deep dark red colour, far legs. Strong powerful taste - enjoy with cheese or.....
Like
Comment
Henrik Stausland
428 ratings
Rated on Mar 30, 2018
Very soft and fruity Syrah from the US Columbia valley. My favourite wine on this cruise ship to date, this 2014 vintage has slight sediment but overall a really pleasant Shiraz. 4 ⭐️
Like
Comments (3)
Sean Drayson
193 ratings
Rated on Aug 24, 2018
dark violet colour. nose full of blueberries, plums, sweet tobacco leaves and vanilla. wine is full bodied, medium tanins and medium acidity. it is dry, but so many sweet fruit flavours makes it taste like off dry. very good wine.
Like
Comment
Anna Winna
551 ratings
Rated on Apr 22, 2019
Show more reviews","Shiraz/Syrah
","Washington State Syrah
","Beef, Lamb, Game (deer, venison), Poultry
Alcohol
13.5%
Residual sugar
3 g/l
Allergy notice
sulfites, milk, egg"
1655,1655,1655,https://www.vivino.com/bouchard-pere-and-fils-bourgogne-pinot-noir-la-vignee/w/4923426?year=2014&amp;price_id=16834860,Bouchard Père & Fils,Bourgogne Pinot Noir (La Vignée) 2014,Red wine,Bourgogne,France,3.5,437 ratings,28.22,"Community reviews
Nice Bourgogne Rouge by Bouchard Pere et Fills, earthy, animal flavor, red-berry, raspberry, floral, cost-effective, nice Pinot Noir
Like
Comments (8)
Fred Kim
753 ratings
Rated on Jan 10, 2019
Tasted November 2017. Spice and earth on the nose with a red fruit attack followed by a vague hint of truffle on the aftertaste.... pretty good Pinot Noir!
Like
Comment
Colin Gibson
866 ratings
Rated on Nov 8, 2017
Fairly smooth, light and clean taste.
Like
Comment
Teemu Lakkasuo
214 ratings
Rated on Mar 31, 2018
Show more reviews","Pinot Noir
","Burgundy Red
","Beef, Veal, Game (deer, venison), Poultry
Alcohol
12%"
1656,1656,1656,https://www.vivino.com/volpaia-chianti-classico/w/33724?year=2015&amp;price_id=15011446,Volpaia,Chianti Classico 2015,Red wine,Chianti Classico,Italy,3.8,1334 ratings,70.0,"Community reviews
A bit fruitier than we expected from a Chianti. Smooth and leaning towards sweet without being sweet. Nicely balanced glass.
Like
Comment
Fran Moran
440 ratings
Rated on Nov 2, 2017
The nose is of dried cherry, cranberry, tar, black tea and tobacco leaves. The palate is tart cherry, tobacco leaves, tar and licorice on the finish.
Like
Comment
Chuck Dowe
1521 ratings
Rated on Feb 27, 2018
Fresh cut wood and campfire, Big tannin and peppery mouth fill with only a hint of acid on it. The tenant gives a long lasting finished with this one definitely needs food
Like
Comment
Jeffrey Martin
2181 ratings
Rated on Feb 17, 2018
Show more reviews","Shiraz/Syrah, Merlot, Sangiovese
","Italian Chianti
","Beef, Veal, Poultry
Alcohol
14%
Allergy notice
sulfites"
1657,1657,1657,https://www.vivino.com/le-paradou-grenache/w/1194415?year=2016&amp;price_id=15143110,Le Paradou,Grenache 2016,Red wine,Luberon,France,3.6,325 ratings,21.25,"Highlights
Among top 10% of all wines in region
Latest vintage available
Cheapest vintage available","Grenache
","Southern Rhône Red
","Beef, Lamb, Game (deer, venison)
Alcohol
13.5%"
1658,1658,1658,https://www.vivino.com/vinedos-y-bodegas-pablo-gran-viu-seleccion/w/94601?year=2015&amp;price_id=18951356,Viñedos y Bodegas Pablo,Gran Viu Selección 2015,Red wine,Cariñena,Spain,3.7,118 ratings,49.98,"Community reviews
Dark color, with notes of black fruit and vanilla. In the mouth, blackberry, blueberry, caramel and oak. Medium body, medium acidity.
Like
Comment
Bernard Alcouloumbre
1786 ratings
Rated on Jun 1, 2019
Nice table wine
Like
Comment
Heinz Kohlweg
869 ratings
Rated on Jan 30, 2019
Grand Tasting 2019 Grand Cru Fortaleza A blend of Garnacha, Tempranillo and Carireña. Good premium line wine. Decent wine but a bit strong. 14,4% ABV; surprisingly unnoticeable, very integrated. Acidity is a bit high. Aged for 12 months in French Oak barrels of first use. D.O.P. Carireña; established in 1960. Produced by Viñedos y Bodegas Pablo. Strong flavors of black fruits with a spiced finish. Flavors of blackberry, cigar, oak, salt and pepper. Aromas of cocoa, jam, oak and peanut.
Like
Comments (6)
Max Pessoa
500 ratings
Rated on Jun 2, 2019
Show more reviews","Tempranillo, Cariñena, Garnacha
","Spanish Red
","Beef, Pasta, Veal, Poultry"
1659,1659,1659,https://www.vivino.com/quinta-do-mouro-vinha-do-mouro-tinto/w/2048236?year=2014&amp;price_id=16241832,Quinta do Mouro,Vinha do Mouro Tinto 2014,Red wine,Alentejano,Portugal,3.6,738 ratings,22.48,"Community reviews
Strawberry pepper and almond...three of my favorite things, in a glass! Warmth and plums on the finish.
Like
Comment
John McCann
706 ratings
Rated on May 28, 2018
Very nice for an afternoon drink. Smooth, silky, full body with some tanins at the end. Plums,
Like
Comment
Anna Aronova
364 ratings
Rated on Dec 5, 2018
Brian likes it more than 3.6
Like
Comment
Sarah T
146 ratings
Rated on Aug 14, 2018
Show more reviews","Cabernet Sauvignon, Alicante Bouschet, Touriga Nacional, Trincadeira
","Portuguese Alentejo Red
","Beef, Lamb, Veal, Poultry"
1660,1660,1660,https://www.vivino.com/conceito-tinto/w/2243228?year=2014&amp;price_id=14812741,Conceito,Tinto 2014,Red wine,Douro,Portugal,3.9,52 ratings,97.5,"Community reviews
( 3,8 ) Great wine tasted at Mr. Lam Restaurant at the Belle Cave Event in Rio. Made with Tinta Roriz, Touriga Nacional, Touriga Franca, Tinta Amarela and Rufete. Aged for 20 months in French oak barrels, 50% new. Aromas of cherry, cassis, blackberry, plum, chocolate, toasted, anise, spices, floral and mineral. On the palate good body, structured, good complexity and acidity. Rounded tannins. Long and persistent finish. I recommend with enthusiasm!!!
Like
Comments (47)
Luiz Octavio Moura
7510 ratings
Rated on Mar 27, 2019
Had expected a bit more. Good acidity and minerality, but lacks a bit in depth. A bit of peach and yeast (in a good way) in the nose
Like
Comment
Per Kristiansen
1930 ratings
Rated on Apr 18, 2016
Very subtle nose. Pear with acidity up front, oak and vanilla on the finish. Good summer wine on the patio.
Like
Comment
Katie Billinghurst
320 ratings
Rated on Jun 29, 2016
Show more reviews","Rufete, Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Amarela
","Portuguese Douro Red
","Beef, Pasta, Lamb, Game (deer, venison)
Alcohol
14%
Allergy notice
sulfites, milk, egg"
1661,1661,1661,https://www.vivino.com/vina-morande-pionero-chardonnay/w/2273?year=2017&amp;price_id=16570497,Morandé,Pionero Chardonnay 2017,White wine,Casablanca Valley,Chile,3.3,62 ratings,14.98,"Community reviews
Tropical Burst on the noes and under ripe pineapple to taste, nice acidity and a creamy smooth after taste. I don’t drink much of this grape ... maybe I should change my ways.
Like
Comment
Benjamin Adams
313 ratings
Rated on Mar 23, 2018
Peach, pineapple and mostly pear. Aromatic wine. Good structure, though not exceptional. Freshness from a well-balanced acidity. Long pleasant altertaste. Good finish. Medium-bodied.
Like
Comment
Ulisses Schwarz Viana
364 ratings
Rated on Apr 19, 2019
You go all the way to Ecuador, find an excellent Ecuadorian restaurant to try the local cuisine, and you get a wine pair that originated only a couple of hours from home! An honest if unspectacular Chardonnay, lots of normal chardonnayness with green apples, a touch of lemon rind and some butter at the end. Would have been fine with a neighbourhood taverna fish of the day, but alongside the interesting food at URKO it was a bit of a let down. I know wine is expensive in Ecuador... so don't serve wine.
Like
Comment
John Chapman
274 ratings
Rated on Apr 20, 2019
Show more reviews","Chardonnay
","Chilean Chardonnay
","Pork, Rich fish (salmon, tuna etc), Vegetarian, Poultry"
